high_bid,seller_feedback,category,subcategory,brand
128.5,3574,Pottery & Glass,Collectible Pottery,Roseville_Vase
49,199,Pottery & Glass,Collectible Pottery,Roseville_Vase
15.5,680,Pottery & Glass,Collectible Pottery,Roseville_Vase
5.53,126,Consumer Electronics,Calculators,Sharp_Calculator
36,402,Pottery & Glass,Collectible Pottery,Roseville_Vase
45,936,Pottery & Glass,Collectible Pottery,Roseville_Vase
129.5,132,Pottery & Glass,Collectible Pottery,Roseville_Vase
11,216,Consumer Electronics,Calculators,Sharp_Calculator
355,609,Pottery & Glass,Collectible Pottery,Roseville_Vase
94,2,Pottery & Glass,Collectible Pottery,Roseville_Vase
3.5,1237,Consumer Electronics,Calculators,Casio_Calculator
377.75,198,Pottery & Glass,Collectible Pottery,Roseville_Vase
45,936,Pottery & Glass,Collectible Pottery,Roseville_Vase
5.5,1237,Consumer Electronics,Calculators,Casio_Calculator
36.59,588,Consumer Electronics,Calculators,Sharp_Calculator
132.55,1347,Pottery & Glass,Collectible Pottery,Rookwood_Vase
290,657,Pottery & Glass,Collectible Pottery,Roseville_Vase
51,242,Luggage,Luggage bags,Samsonite_Luggage
18.5,4,Consumer Electronics,Calculators,Casio_Calculator
60.99,23,Consumer Electronics,Calculators,Casio_Calculator
89,1459,Pottery & Glass,Collectible Pottery,Roseville_Vase
306.51,657,Pottery & Glass,Collectible Pottery,Roseville_Vase
919.89,142,Pottery & Glass,Collectible Pottery,Rookwood_Vase
50,22,Consumer Electronics,Calculators,Sharp_Calculator
117.5,136,Pottery & Glass,Collectible Pottery,Roseville_Vase
34.22,936,Pottery & Glass,Collectible Pottery,Roseville_Vase
247.5,13,Pottery & Glass,Collectible Pottery,Roseville_Vase
47,517,Pottery & Glass,Collectible Pottery,Roseville_Vase
60.99,51,Pottery & Glass,Collectible Pottery,Roseville_Vase
88.26,1718,Pottery & Glass,Collectible Pottery,Roseville_Vase
129.5,565,Pottery & Glass,Collectible Pottery,Rookwood_Vase
61.53,418,Pottery & Glass,Collectible Pottery,Roseville_Vase
143.5,1754,Pottery & Glass,Collectible Pottery,Roseville_Vase
46,418,Pottery & Glass,Collectible Pottery,Roseville_Vase
157.5,159,Pottery & Glass,Collectible Pottery,Rookwood_Vase
153.5,2455,Pottery & Glass,Collectible Pottery,Roseville_Vase
102.06,653,Pottery & Glass,Collectible Pottery,Rookwood_Vase
103.5,484,Pottery & Glass,Collectible Pottery,Rookwood_Vase
51,4663,Pottery & Glass,Collectible Pottery,Roseville_Vase
114.5,361,Pottery & Glass,Collectible Pottery,Roseville_Vase
26,395,Pottery & Glass,Collectible Pottery,Rookwood_Vase
51,1085,Pottery & Glass,Collectible Pottery,Roseville_Vase
124.5,414,Pottery & Glass,Collectible Pottery,Roseville_Vase
104.5,418,Pottery & Glass,Collectible Pottery,Roseville_Vase
270,23,Pottery & Glass,Collectible Pottery,Rookwood_Vase
27.78,1677,Consumer Electronics,Calculators,Sharp_Calculator
89,2062,Pottery & Glass,Collectible Pottery,Roseville_Vase
86.05,623,Pottery & Glass,Collectible Pottery,Roseville_Vase
91,975,Pottery & Glass,Collectible Pottery,Rookwood_Vase
123.62,1356,Pottery & Glass,Collectible Pottery,Rookwood_Vase
57,35,Consumer Electronics,Calculators,Sharp_Calculator
46,575,Pottery & Glass,Collectible Pottery,Roseville_Vase
20.5,1538,Luggage,Luggage bags,Samsonite_Luggage
87,221,Pottery & Glass,Collectible Pottery,Roseville_Vase
68,576,Pottery & Glass,Collectible Pottery,Roseville_Vase
1051,457,Pottery & Glass,Collectible Pottery,Roseville_Vase
511.5,494,Pottery & Glass,Collectible Pottery,Roseville_Vase
81.05,111,Pottery & Glass,Collectible Pottery,Roseville_Vase
120.49,422,Pottery & Glass,Collectible Pottery,Rookwood_Vase
157.59,111,Pottery & Glass,Collectible Pottery,Roseville_Vase
97.77,919,Pottery & Glass,Collectible Pottery,Roseville_Vase
12.6,165,Consumer Electronics,Calculators,Casio_Calculator
355,67,Pottery & Glass,Collectible Pottery,Roseville_Vase
34.01,1,Pottery & Glass,Collectible Pottery,Roseville_Vase
400,11,Pottery & Glass,Collectible Pottery,Roseville_Vase
82,9,Pottery & Glass,Collectible Pottery,Rookwood_Vase
112.5,413,Pottery & Glass,Collectible Pottery,Roseville_Vase
91,3330,Pottery & Glass,Collectible Pottery,Roseville_Vase
60.95,0,Consumer Electronics,Calculators,Casio_Calculator
78,103,Pottery & Glass,Collectible Pottery,Roseville_Vase
87,111,Pottery & Glass,Collectible Pottery,Roseville_Vase
382,101,Pottery & Glass,Collectible Pottery,Rookwood_Vase
70.99,964,Pottery & Glass,Collectible Pottery,Roseville_Vase
8,91,Luggage,Luggage bags,Samsonite_Luggage
48.33,73,Pottery & Glass,Collectible Pottery,Roseville_Vase
162.49,723,Pottery & Glass,Collectible Pottery,Roseville_Vase
9.51,4290,Consumer Electronics,Calculators,Casio_Calculator
134.68,723,Pottery & Glass,Collectible Pottery,Roseville_Vase
127.5,108,Luggage,Luggage bags,Samsonite_Luggage
51.01,25,Consumer Electronics,Calculators,Sharp_Calculator
135,587,Pottery & Glass,Collectible Pottery,Roseville_Vase
31,93,Consumer Electronics,Calculators,Casio_Calculator
188.5,418,Pottery & Glass,Collectible Pottery,Roseville_Vase
217.5,4,Pottery & Glass,Collectible Pottery,Roseville_Vase
139.99,2,Pottery & Glass,Collectible Pottery,Rookwood_Vase
300,1,Pottery & Glass,Collectible Pottery,Roseville_Vase
53,42,Pottery & Glass,Collectible Pottery,Roseville_Vase
30.99,215,Pottery & Glass,Collectible Pottery,Roseville_Vase
28,28,Pottery & Glass,Collectible Pottery,Roseville_Vase
130,789,Pottery & Glass,Collectible Pottery,Roseville_Vase
197.5,956,Pottery & Glass,Collectible Pottery,Roseville_Vase
100.99,956,Pottery & Glass,Collectible Pottery,Roseville_Vase
153.49,340,Pottery & Glass,Collectible Pottery,Roseville_Vase
20.5,345,Consumer Electronics,Calculators,Casio_Calculator
71,183,Pottery & Glass,Collectible Pottery,Roseville_Vase
610,843,Pottery & Glass,Collectible Pottery,Roseville_Vase
122.5,183,Pottery & Glass,Collectible Pottery,Roseville_Vase
100,346,Pottery & Glass,Collectible Pottery,Roseville_Vase
586,346,Pottery & Glass,Collectible Pottery,Roseville_Vase
175,346,Pottery & Glass,Collectible Pottery,Roseville_Vase
77.51,278,Pottery & Glass,Collectible Pottery,Roseville_Vase
79.88,183,Pottery & Glass,Collectible Pottery,Roseville_Vase
39.5,455,Luggage,Luggage bags,Samsonite_Luggage
36,24,Luggage,Luggage bags,Samsonite_Luggage
41,33,Consumer Electronics,Calculators,Casio_Calculator
69.99,509,Pottery & Glass,Collectible Pottery,Roseville_Vase
11.5,16,Pottery & Glass,Collectible Pottery,Rookwood_Vase
255,312,Pottery & Glass,Collectible Pottery,Roseville_Vase
155,312,Pottery & Glass,Collectible Pottery,Roseville_Vase
156.35,11,Pottery & Glass,Collectible Pottery,Roseville_Vase
218.99,404,Pottery & Glass,Collectible Pottery,Rookwood_Vase
50,344,Consumer Electronics,Calculators,Sharp_Calculator
95,671,Pottery & Glass,Collectible Pottery,Rookwood_Vase
36,2175,Consumer Electronics,Calculators,Sharp_Calculator
23.59,252,Pottery & Glass,Collectible Pottery,Roseville_Vase
22.03,92,Pottery & Glass,Collectible Pottery,Roseville_Vase
22.53,64,Luggage,Luggage bags,Samsonite_Luggage
5.51,189,Pottery & Glass,Collectible Pottery,Roseville_Vase
52.99,51,Pottery & Glass,Collectible Pottery,Roseville_Vase
138.35,885,Pottery & Glass,Collectible Pottery,Rookwood_Vase
16.51,71,Luggage,Luggage bags,Samsonite_Luggage
61.01,1082,Pottery & Glass,Collectible Pottery,Roseville_Vase
20.65,71,Luggage,Luggage bags,Samsonite_Luggage
175,775,Pottery & Glass,Collectible Pottery,Roseville_Vase
52.01,84,Pottery & Glass,Collectible Pottery,Roseville_Vase
10.49,71,Luggage,Luggage bags,Samsonite_Luggage
326.5,298,Pottery & Glass,Collectible Pottery,Roseville_Vase
117.51,548,Pottery & Glass,Collectible Pottery,Roseville_Vase
15.5,127,Luggage,Luggage bags,Samsonite_Luggage
271.77,105,Pottery & Glass,Collectible Pottery,Roseville_Vase
67.69,2296,Pottery & Glass,Collectible Pottery,Roseville_Vase
1640,759,Pottery & Glass,Collectible Pottery,Rookwood_Vase
144,2864,Pottery & Glass,Collectible Pottery,Roseville_Vase
71,11,Consumer Electronics,Calculators,Casio_Calculator
27,208,Pottery & Glass,Collectible Pottery,Roseville_Vase
42,208,Pottery & Glass,Collectible Pottery,Roseville_Vase
139.27,35,Pottery & Glass,Collectible Pottery,Roseville_Vase
306,101,Pottery & Glass,Collectible Pottery,Rookwood_Vase
162.5,38,Pottery & Glass,Collectible Pottery,Roseville_Vase
100,908,Pottery & Glass,Collectible Pottery,Roseville_Vase
226.2,453,Pottery & Glass,Collectible Pottery,Roseville_Vase
67,908,Pottery & Glass,Collectible Pottery,Roseville_Vase
25,123,Pottery & Glass,Collectible Pottery,Roseville_Vase
133.37,640,Pottery & Glass,Collectible Pottery,Roseville_Vase
55.7,176,Pottery & Glass,Collectible Pottery,Roseville_Vase
529.99,207,Pottery & Glass,Collectible Pottery,Roseville_Vase
21.5,538,Pottery & Glass,Collectible Pottery,Roseville_Vase
43.99,242,Pottery & Glass,Collectible Pottery,Roseville_Vase
10.5,12,Consumer Electronics,Calculators,Casio_Calculator
80,1436,Pottery & Glass,Collectible Pottery,Roseville_Vase
162.5,117,Pottery & Glass,Collectible Pottery,Rookwood_Vase
61.99,135,Pottery & Glass,Collectible Pottery,Roseville_Vase
1926,78,Pottery & Glass,Collectible Pottery,Rookwood_Vase
126.17,106,Pottery & Glass,Collectible Pottery,Rookwood_Vase
95,261,Pottery & Glass,Collectible Pottery,Roseville_Vase
600,53,Pottery & Glass,Collectible Pottery,Roseville_Vase
10.6,311,Pottery & Glass,Collectible Pottery,Roseville_Vase
300,40,Pottery & Glass,Collectible Pottery,Rookwood_Vase
89.5,141,Pottery & Glass,Collectible Pottery,Roseville_Vase
110.49,141,Pottery & Glass,Collectible Pottery,Roseville_Vase
8.3,37,Luggage,Luggage bags,American_Tourister_Luggage
10.49,1876,Pottery & Glass,Collectible Pottery,Roseville_Vase
102.5,1424,Pottery & Glass,Collectible Pottery,Roseville_Vase
31,85,Pottery & Glass,Collectible Pottery,Roseville_Vase
2.25,10,Consumer Electronics,Calculators,Sharp_Calculator
272.99,775,Pottery & Glass,Collectible Pottery,Roseville_Vase
27,21,Consumer Electronics,Calculators,Sharp_Calculator
29,232,Luggage,Luggage bags,American_Tourister_Luggage
8,4362,Consumer Electronics,Calculators,Casio_Calculator
36,59,Pottery & Glass,Collectible Pottery,Roseville_Vase
460.05,786,Pottery & Glass,Collectible Pottery,Roseville_Vase
104.73,14,Pottery & Glass,Collectible Pottery,Roseville_Vase
14.5,10,Consumer Electronics,Calculators,Casio_Calculator
20,13,Luggage,Luggage bags,Samsonite_Luggage
127.5,1072,Pottery & Glass,Collectible Pottery,Roseville_Vase
73.99,723,Pottery & Glass,Collectible Pottery,Roseville_Vase
150,317,Pottery & Glass,Collectible Pottery,Roseville_Vase
89,58,Pottery & Glass,Collectible Pottery,Roseville_Vase
510,103,Pottery & Glass,Collectible Pottery,Rookwood_Vase
91,984,Pottery & Glass,Collectible Pottery,Roseville_Vase
26.51,113,Pottery & Glass,Collectible Pottery,Roseville_Vase
76,148,Pottery & Glass,Collectible Pottery,Roseville_Vase
100,722,Pottery & Glass,Collectible Pottery,Roseville_Vase
61.88,245,Pottery & Glass,Collectible Pottery,Roseville_Vase
3.25,719,Consumer Electronics,Calculators,Sharp_Calculator
89,544,Pottery & Glass,Collectible Pottery,Roseville_Vase
86.98,1237,Pottery & Glass,Collectible Pottery,Roseville_Vase
16.51,596,Pottery & Glass,Collectible Pottery,Roseville_Vase
76,544,Pottery & Glass,Collectible Pottery,Roseville_Vase
38,111,Consumer Electronics,Calculators,Casio_Calculator
7.01,418,Consumer Electronics,Calculators,Sharp_Calculator
26,1144,Pottery & Glass,Collectible Pottery,Roseville_Vase
41,18,Consumer Electronics,Calculators,Sharp_Calculator
136.05,85,Pottery & Glass,Collectible Pottery,Roseville_Vase
133.49,965,Pottery & Glass,Collectible Pottery,Roseville_Vase
175.23,634,Pottery & Glass,Collectible Pottery,Roseville_Vase
75.5,173,Pottery & Glass,Collectible Pottery,Roseville_Vase
108.19,163,Pottery & Glass,Collectible Pottery,Roseville_Vase
49.88,122,Consumer Electronics,Calculators,Casio_Calculator
114.51,25,Pottery & Glass,Collectible Pottery,Roseville_Vase
95,599,Pottery & Glass,Collectible Pottery,Roseville_Vase
41,2146,Pottery & Glass,Collectible Pottery,Roseville_Vase
127.75,27,Pottery & Glass,Collectible Pottery,Roseville_Vase
140,797,Pottery & Glass,Collectible Pottery,Roseville_Vase
71,64,Pottery & Glass,Collectible Pottery,Roseville_Vase
378.59,510,Pottery & Glass,Collectible Pottery,Roseville_Vase
98.01,44,Pottery & Glass,Collectible Pottery,Rookwood_Vase
111.5,202,Pottery & Glass,Collectible Pottery,Roseville_Vase
320,243,Pottery & Glass,Collectible Pottery,Roseville_Vase
76,443,Luggage,Luggage bags,Samsonite_Luggage
56.55,140,Pottery & Glass,Collectible Pottery,Roseville_Vase
48.01,1312,Pottery & Glass,Collectible Pottery,Roseville_Vase
66,54,Pottery & Glass,Collectible Pottery,Roseville_Vase
35,227,Pottery & Glass,Collectible Pottery,Roseville_Vase
5,94,Consumer Electronics,Calculators,Sharp_Calculator
16,549,Luggage,Luggage bags,American_Tourister_Luggage
52,676,Pottery & Glass,Collectible Pottery,Roseville_Vase
51,21,Pottery & Glass,Collectible Pottery,Roseville_Vase
63.5,1226,Pottery & Glass,Collectible Pottery,Roseville_Vase
27,57,Consumer Electronics,Calculators,Casio_Calculator
90,27,Pottery & Glass,Collectible Pottery,Roseville_Vase
324.98,0,Pottery & Glass,Collectible Pottery,Roseville_Vase
23.5,330,Pottery & Glass,Collectible Pottery,Roseville_Vase
56.01,418,Pottery & Glass,Collectible Pottery,Roseville_Vase
40.51,2,Pottery & Glass,Collectible Pottery,Roseville_Vase
81.57,1026,Luggage,Luggage bags,Samsonite_Luggage
37,159,Consumer Electronics,Calculators,Casio_Calculator
70.99,10,Luggage,Luggage bags,American_Tourister_Luggage
91,6,Pottery & Glass,Collectible Pottery,Rookwood_Vase
23.5,7,Pottery & Glass,Collectible Pottery,Roseville_Vase
50,388,Pottery & Glass,Collectible Pottery,Roseville_Vase
13.5,5,Consumer Electronics,Calculators,Casio_Calculator
80.1,634,Pottery & Glass,Collectible Pottery,Roseville_Vase
10.49,99,Consumer Electronics,Calculators,Sharp_Calculator
70,187,Pottery & Glass,Collectible Pottery,Roseville_Vase
135.83,639,Pottery & Glass,Collectible Pottery,Roseville_Vase
56.99,388,Pottery & Glass,Collectible Pottery,Roseville_Vase
11.01,82,Luggage,Luggage bags,American_Tourister_Luggage
143.49,1470,Pottery & Glass,Collectible Pottery,Rookwood_Vase
464,3781,Pottery & Glass,Collectible Pottery,Roseville_Vase
137.5,123,Pottery & Glass,Collectible Pottery,Rookwood_Vase
283.48,102,Pottery & Glass,Collectible Pottery,Roseville_Vase
260,1175,Pottery & Glass,Collectible Pottery,Roseville_Vase
62.5,618,Consumer Electronics,Calculators,Sharp_Calculator
85.85,122,Pottery & Glass,Collectible Pottery,Roseville_Vase
620.85,1159,Pottery & Glass,Collectible Pottery,Roseville_Vase
16.5,620,Consumer Electronics,Calculators,Casio_Calculator
32,133,Pottery & Glass,Collectible Pottery,Roseville_Vase
134.95,599,Pottery & Glass,Collectible Pottery,Roseville_Vase
285,734,Pottery & Glass,Collectible Pottery,Roseville_Vase
67.01,330,Pottery & Glass,Collectible Pottery,Roseville_Vase
51,3,Consumer Electronics,Calculators,Sharp_Calculator
35.99,94,Pottery & Glass,Collectible Pottery,Roseville_Vase
75,245,Pottery & Glass,Collectible Pottery,Roseville_Vase
76,2009,Pottery & Glass,Collectible Pottery,Roseville_Vase
177.5,2009,Pottery & Glass,Collectible Pottery,Roseville_Vase
37.25,570,Luggage,Luggage bags,Samsonite_Luggage
45.77,81,Pottery & Glass,Collectible Pottery,Roseville_Vase
264.99,207,Pottery & Glass,Collectible Pottery,Roseville_Vase
182.59,207,Pottery & Glass,Collectible Pottery,Roseville_Vase
26,49,Luggage,Luggage bags,Samsonite_Luggage
46.39,251,Consumer Electronics,Calculators,Sharp_Calculator
600,31,Pottery & Glass,Collectible Pottery,Rookwood_Vase
56.56,1452,Pottery & Glass,Collectible Pottery,Roseville_Vase
10.01,461,Pottery & Glass,Collectible Pottery,Roseville_Vase
76.11,1452,Pottery & Glass,Collectible Pottery,Roseville_Vase
1580,532,Pottery & Glass,Collectible Pottery,Roseville_Vase
129.5,252,Pottery & Glass,Collectible Pottery,Roseville_Vase
20.5,90,Consumer Electronics,Calculators,Casio_Calculator
56,561,Pottery & Glass,Collectible Pottery,Roseville_Vase
12.18,1414,Consumer Electronics,Calculators,Casio_Calculator
13,1414,Consumer Electronics,Calculators,Casio_Calculator
81,136,Pottery & Glass,Collectible Pottery,Rookwood_Vase
3.35,14,Luggage,Luggage bags,Samsonite_Luggage
117.5,15,Luggage,Luggage bags,Samsonite_Luggage
5.51,289,Health & Beauty,Hair Care,Hair_Dryer
142.51,942,Pottery & Glass,Collectible Pottery,Rookwood_Vase
122.5,119,Pottery & Glass,Collectible Pottery,Roseville_Vase
41,230,Pottery & Glass,Collectible Pottery,Roseville_Vase
424.99,480,Pottery & Glass,Collectible Pottery,Roseville_Vase
178.05,480,Pottery & Glass,Collectible Pottery,Roseville_Vase
172.5,480,Pottery & Glass,Collectible Pottery,Roseville_Vase
5.05,2,Consumer Electronics,Calculators,Casio_Calculator
199,2409,Pottery & Glass,Collectible Pottery,Roseville_Vase
84.6,39,Luggage,Luggage bags,Samsonite_Luggage
84,39,Luggage,Luggage bags,Samsonite_Luggage
266.88,216,Consumer Electronics,Telescopes,Celestron_Telescope
75,4494,Pottery & Glass,Collectible Pottery,Roseville_Vase
316.86,6,Pottery & Glass,Collectible Pottery,Rookwood_Vase
260.55,27,Pottery & Glass,Collectible Pottery,Roseville_Vase
56,37,Pottery & Glass,Collectible Pottery,Roseville_Vase
900,1679,Pottery & Glass,Collectible Pottery,Roseville_Vase
50.99,766,Pottery & Glass,Collectible Pottery,Roseville_Vase
8.09,11,Collectibles,Premium Pens,Cross_Pen
32,361,Pottery & Glass,Collectible Pottery,Roseville_Vase
9,25,Consumer Electronics,Calculators,Casio_Calculator
66.99,753,Pottery & Glass,Collectible Pottery,Roseville_Vase
75,51,Pottery & Glass,Collectible Pottery,Roseville_Vase
405,1577,Pottery & Glass,Collectible Pottery,Roseville_Vase
15.55,7545,Pottery & Glass,Collectible Pottery,Roseville_Vase
103.49,65,Pottery & Glass,Collectible Pottery,Roseville_Vase
999.33,51,Pottery & Glass,Collectible Pottery,Rookwood_Vase
71.51,1513,Pottery & Glass,Collectible Pottery,Roseville_Vase
57.02,648,Pottery & Glass,Collectible Pottery,Roseville_Vase
81,281,Pottery & Glass,Collectible Pottery,Roseville_Vase
3.76,413,Consumer Electronics,Calculators,Sharp_Calculator
135,15,Pottery & Glass,Collectible Pottery,Rookwood_Vase
93.27,71,Luggage,Luggage bags,Samsonite_Luggage
597.88,2644,Pottery & Glass,Collectible Pottery,Roseville_Vase
206.5,22,Pottery & Glass,Collectible Pottery,Rookwood_Vase
140.1,2323,Pottery & Glass,Collectible Pottery,Roseville_Vase
10.16,1056,Pottery & Glass,Collectible Pottery,Roseville_Vase
113.49,77,Pottery & Glass,Collectible Pottery,Roseville_Vase
52,77,Pottery & Glass,Collectible Pottery,Roseville_Vase
104.5,83,Pottery & Glass,Collectible Pottery,Roseville_Vase
149.16,0,Pottery & Glass,Collectible Pottery,Roseville_Vase
