sequence_number,US,source_a,source_c,source_b,source_d,source_e,source_m,source_o,source_h,source_r,source_s,source_t,source_u,source_p,source_x,source_w,freq,last_update_days_ago,1st_update_days_ago,web_order,Gender=male,address_is_res,purchase,spending
1334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2383,2383,0,0,0,1,161
1335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2548,2799,1,1,0,1,236
1336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2912,2912,0,1,0,1,161
1337,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1021,2355,1,0,0,1,182
1338,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4157,4157,1,0,0,0,0
1339,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1701,1815,0,1,0,1,192
1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,1,0,0,0,0
1341,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,289,3020,0,1,0,1,1214
1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,0,0,0,0,0
1343,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3374,3453,1,0,0,1,130
1344,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1491,1491,0,1,0,0,0
1345,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2719,2719,1,0,0,1,105
1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1228,1228,0,1,0,0,0
1347,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,1,1,0,0,0
1348,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,647,647,1,0,0,0,0
1349,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2982,2982,0,1,0,0,0
1350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,995,3125,1,1,0,1,236
1351,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,178,216,0,1,0,0,0
1352,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1780,3975,0,1,1,0,0
1353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,653,653,0,0,0,1,263
1354,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1995,2877,0,1,1,1,220
1355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394,3394,1,0,0,0,0
1356,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,1,0,0,0
1357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2268,2268,1,1,0,0,0
1358,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2725,2725,1,1,0,0,0
1359,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2400,2400,0,1,0,1,161
1360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1512,1512,1,0,0,0,0
1361,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3620,3650,1,0,0,1,72
1362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,429,440,0,1,0,1,303
1363,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2318,2318,0,0,0,1,85
1364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3489,3489,0,1,0,0,0
1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1058,1058,1,0,1,0,0
1366,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,28,0,0,0,1,255
1367,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2173,2185,0,0,0,0,0
1368,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1879,3914,1,1,1,1,258
1369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2982,2982,0,1,0,0,0
1370,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2891,2897,1,1,0,1,153
1371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1920,1942,1,1,1,1,130
1372,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1646,1694,0,1,1,0,0
1373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,822,2478,0,0,0,1,429
1374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1962,1983,0,0,1,0,0
1375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1100,1100,1,0,0,1,164
1376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2863,3397,0,1,0,0,0
1377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2333,3642,0,1,0,1,175
1378,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3660,3660,1,1,0,0,0
1379,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3159,3159,0,0,0,0,0
1380,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2962,3248,1,1,0,1,128
1381,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3122,3122,0,0,0,0,0
1382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,608,608,1,1,0,0,0
1383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901,2901,0,1,0,0,0
1384,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3157,3157,1,1,0,1,220
1385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,890,890,0,1,0,0,0
1386,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2400,3159,1,1,0,1,13
1387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,644,644,0,1,0,0,0
1388,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2677,2677,0,0,0,1,161
1389,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,772,3120,0,0,0,1,551
1390,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2887,3167,0,1,0,1,162
1391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1261,1261,1,0,1,1,45
1392,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1346,1386,0,0,0,0,0
1393,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2765,2765,0,1,0,0,0
1394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,2900,1,0,0,0,0
1395,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2508,2508,0,0,1,0,0
1396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,2022,0,0,0,0,0
1397,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1801,1828,0,0,1,0,0
1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,255,255,1,0,0,1,244
1399,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,217,3747,1,1,1,1,81
1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,658,658,0,1,1,1,203
1401,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2723,2723,0,1,0,0,0
1402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2464,2464,0,0,0,1,35
1403,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1842,1865,0,1,1,0,0
1404,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2960,3103,0,0,1,1,160
1405,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,0,0,0,0
1406,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1498,1512,0,1,1,0,0
1407,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1242,1242,0,0,0,0,0
1408,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3249,3249,0,0,0,0,0
1409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2880,2880,1,1,0,0,0
1410,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2960,2960,0,1,0,0,0
1411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2282,2282,0,0,1,0,0
1412,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1346,1381,0,1,1,0,0
1413,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1968,1968,1,0,0,0,0
1414,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3522,3522,1,0,0,0,0
1415,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3125,3125,1,0,0,0,0
1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,687,687,0,1,1,0,0
1417,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3458,3458,0,1,0,0,0
1418,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2728,2728,0,0,0,0,0
1419,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,889,889,1,0,0,0,0
1420,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3433,3471,1,1,0,1,99
1421,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,192,0,0,0,0,0
1422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2779,2779,1,1,0,0,0
1423,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3528,3528,0,0,0,0,0
1424,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3390,3390,0,0,1,1,98
1425,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3061,3061,0,0,1,0,0
1426,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2142,3572,0,1,0,1,68
1427,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2873,3944,1,1,1,1,128
1428,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,553,553,0,0,0,0,0
1429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2848,2848,0,0,0,0,0
1430,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1995,2010,1,0,1,1,117
1431,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3461,3461,1,1,0,1,198
1432,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3536,3536,1,0,0,0,0
1433,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1240,3620,0,1,0,1,271
1434,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,1,0,0,0
1435,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2324,2324,0,0,0,0,0
1436,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1044,1044,0,1,1,0,0
1437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1498,2758,0,1,1,1,162
1438,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3465,3465,0,0,0,0,0
1439,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,204,0,1,0,0,0
1440,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2955,2955,1,0,1,1,184
1441,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3619,3619,0,1,0,0,0
1442,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3430,3430,0,1,0,0,0
1443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1865,1871,1,0,1,0,0
1444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,751,751,0,1,0,1,43
1445,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3391,3391,0,1,0,0,0
1446,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3683,3683,0,1,1,0,0
1447,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2481,2481,1,1,0,1,130
1448,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3791,3791,0,0,0,1,198
1449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,120,120,1,1,0,0,0
1450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2599,2599,1,0,0,1,149
1451,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1135,2121,1,1,0,1,281
1452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,0,0,0,0
1453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4036,4036,0,1,1,1,129
1454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2186,2186,0,0,0,0,0
1455,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,520,3472,0,0,0,1,456
1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3552,3552,1,1,0,1,45
1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1091,1091,1,0,0,0,0
1458,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,567,567,1,1,1,1,139
1459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,167,167,1,0,0,1,43
1460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2803,2803,0,0,0,0,0
1461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,0,1,0,0,0
1462,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3745,3745,0,1,0,0,0
1463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2697,2697,1,1,0,0,0
1464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,619,1416,1,1,1,1,43
1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,717,717,1,1,0,1,40
1466,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3311,3311,0,0,0,0,0
1467,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,27,27,1,0,0,0,0
1468,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2837,2837,0,0,0,0,0
1469,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1149,3094,1,0,0,1,411
1470,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2213,2213,0,0,0,1,65
1471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2879,2879,0,1,0,0,0
1472,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3405,3405,1,1,0,1,229
1473,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2900,2900,0,1,0,0,0
1474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1647,1647,1,1,0,1,267
1475,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3374,3375,1,1,0,1,34
1476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2305,2305,0,0,0,1,161
1477,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2856,2856,1,1,0,1,130
1478,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3600,3746,0,0,1,1,167
1479,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,519,2539,0,1,0,1,422
1480,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1752,1771,0,0,1,0,0
1481,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,1,1,0,0,0
1482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2961,2961,0,1,0,0,0
1483,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3464,3464,0,1,0,0,0
1484,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,616,616,0,1,0,0,0
1485,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3052,3052,1,0,0,1,49
1486,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2456,3327,1,0,0,1,266
1487,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1968,1968,0,0,0,0,0
1488,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3615,3615,0,0,0,1,270
1489,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,1,1,0,0,0
1490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1224,1224,0,1,0,0,0
1491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008,1008,1,1,0,0,0
1492,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3166,3166,0,1,0,0,0
1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,976,976,1,0,0,1,54
1494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,469,469,0,0,1,1,163
1495,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3914,3914,0,0,0,0,0
1496,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3405,3675,0,0,0,1,131
1497,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2710,2723,0,0,1,0,0
1498,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,0,0,0,0
1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,757,855,0,1,0,1,163
1500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,79,3664,0,0,0,1,415
1501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,861,861,1,1,0,1,65
1502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3552,3552,1,1,0,1,100
1503,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2542,2542,0,0,0,0,0
1504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1112,1112,1,1,0,0,0
1505,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2905,2905,0,0,0,0,0
1506,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1836,1836,1,1,0,1,40
1507,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3615,3615,1,0,0,1,43
1508,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2886,2886,1,0,0,0,0
1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2872,2872,0,0,0,0,0
1510,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1780,1792,0,1,1,0,0
1511,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3094,3094,0,0,0,0,0
1512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,923,923,1,0,0,0,0
1513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1456,1456,0,1,0,0,0
1514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3306,3306,0,1,0,0,0
1515,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2298,2298,1,1,0,0,0
1516,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3304,3304,0,0,0,1,140
1517,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3387,3390,1,1,0,1,203
1518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2885,2885,0,0,0,0,0
1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2551,2551,0,1,0,1,282
1520,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2681,2735,1,1,0,1,130
1521,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2996,2996,1,0,0,1,34
1522,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1031,3852,1,0,1,1,214
1523,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2530,2530,0,1,0,1,130
1524,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2690,2690,0,0,0,0,0
1525,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2934,2978,0,0,0,1,160
1526,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3768,3768,1,0,0,1,198
1527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,574,574,1,1,0,1,495
1528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1521,1725,1,1,1,1,20
1529,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,463,3649,1,1,0,1,402
1530,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1914,1,0,1,0,0
1531,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2348,3388,1,0,0,1,207
1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,115,115,0,0,0,1,164
1533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1197,1253,1,0,0,1,213
1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,987,995,0,1,1,1,58
1535,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,868,868,1,1,0,0,0
1536,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,0,0,0,0
1537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2891,2905,1,1,1,1,273
1538,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3724,3760,1,0,0,1,38
1539,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3024,3024,1,1,0,1,129
1540,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2982,2982,0,1,0,0,0
1541,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2912,2912,1,1,0,1,161
1542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3642,3642,1,1,0,1,125
1543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1240,2481,1,0,0,1,371
1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,973,973,1,0,1,1,243
1545,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,216,2081,1,1,0,1,360
1546,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2583,2583,0,1,0,1,55
1547,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2373,2373,0,1,0,0,0
1548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,463,616,1,0,1,1,302
1549,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3376,3391,0,0,1,1,132
1550,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2289,2289,1,0,0,1,230
1551,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3464,3464,1,0,0,1,38
1552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,981,982,0,1,0,0,0
1553,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2831,2837,0,0,0,1,100
1554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,822,822,1,1,0,1,56
1555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1232,1232,0,0,0,0,0
1556,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2831,2831,1,1,0,1,160
1557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,701,701,0,1,0,0,0
1558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,366,366,0,0,0,0,0
1559,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2578,2578,1,0,0,1,161
1560,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1206,2313,0,1,0,1,195
1561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,835,1086,1,1,0,1,99
1562,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2233,2758,0,0,0,1,189
1563,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3709,3709,1,1,0,1,198
1564,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3704,3704,1,1,0,1,326
1565,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1267,1267,1,0,0,0,0
1566,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3241,3241,1,0,0,1,48
1567,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2728,2728,0,1,0,0,0
1568,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3243,3243,0,1,0,1,183
1569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2618,2618,1,0,0,0,0
1570,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2900,2900,0,0,0,0,0
1571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,673,673,0,1,1,0,0
1572,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2278,2278,0,0,0,1,54
1573,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3944,3944,0,1,0,0,0
1574,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1836,4096,0,0,0,1,179
1575,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2331,2331,0,1,0,0,0
1576,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2074,2074,0,1,0,1,130
1577,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3009,3009,1,0,0,0,0
1578,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,640,640,1,1,0,1,58
1579,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1235,1252,0,0,1,0,0
1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1646,1717,0,0,1,1,98
1581,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,899,899,0,1,0,0,0
1582,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2803,3549,1,1,0,0,0
1583,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1868,2185,1,0,0,1,49
1584,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2467,2467,1,0,0,1,136
1585,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1722,1745,0,0,1,1,439
1586,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,1,0,0,0
1587,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3265,3265,0,1,0,1,98
1588,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3684,3684,1,1,0,1,69
1589,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2618,2618,0,0,0,1,130
1590,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4127,4127,0,1,0,0,0
1591,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1226,1240,0,0,1,1,40
1592,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1582,1617,0,1,0,0,0
1593,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1240,1240,1,1,0,0,0
1594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2375,2422,0,1,1,1,318
1595,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,90,3747,0,0,0,1,399
1596,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1436,1463,0,0,1,0,0
